property_link,property_id,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,img_url,breadcrumbs,amenities,description
https://www.bayut.com/property/details-7397968.html,Bayut - 102164-aBjFzG,For Rent,Apartment,29 April 2023,Furnished,"{'currency': 'AED', 'amount': '105,000'}","Alpha Green Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': 1, 'bathrooms': 2, 'size': '941 sqft'}",71392938526,Muzafar Shahzad,https://images.bayut.com/thumbnails/403694333-800x600.jpeg,Dubai Apartments > Jumeirah Village Circle (JVC) > JVC District 12 > Alpha Green Tower > Bayut - 102164-aBjFzG,"['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Furnished', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security']","Welcome to House & Hedges Real Estate, where a team of dynamic, young and enthusiastic individuals with years of experience in the UAE's freehold property market are at your service. As one of the premier real estate companies in Dubai, we offer a comprehensive portfolio of properties in the Emirates that cater to your every need., House & Hedges Real Estate is pleased to offer you this stunning Studio apartment with a beautiful view in Jumeirah Village Circle (JVC), Dubai., PROPERTY DETAILS:, 1 Bedroom, 2 Bathroom, Built-in wardrobe, Huge Balcony, Area 941sqft., Alpha Green Tower is a 35-storey residential building in JVC District 12, Jumeirah Village Circle, Dubai. The project was developed by Alpha Data., Amenities:, Gym or Health Club, Swimming Pool, Balcony or Terrace, Security Staff, CCTV Security, Centrally Air-Conditioned, Furnished, Waste Disposal, Maintenance Staff, Dubai International Airport (DXB) is roughly 28 minutes' drive and the new Al Maktoum International Airport is roughly 31 minutes drive. From Alpha Green Tower it takes roughly 22 minutes to drive to Dubai Mall, 18 minutes to Palm Jumeirah, 19 minutes to Burj Al Arab and 22 minutes to The Walk JBR., UNIT PRICE DETAILS:, AED 105,000/-, CHEQUES: 4, SECURITY DEPOSIT:, 10% of rental value, For more details about the property or to schedule a viewing,, reach out to the team member of House & Hedges, Mr. Muzaffar Shahzad at, We are more than happy to serve you!, Thank you for choosing House & Hedges Real Estate."
https://www.bayut.com/property/details-7742648.html,Bayut - 010,For Rent,Apartment,28 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '111,999'}","Art XIV14, Business Bay, Dubai","{'bedrooms': 2, 'bathrooms': 3, 'size': '1,249 sqft'}",6717854376,Adil Farooq,https://images.bayut.com/thumbnails/418852020-800x600.jpeg,Dubai Apartments > Business Bay > Art XIV14 > Bayut - 010,"['Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Floor', ': 15', 'Electricity Backup', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', ': 4', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Total Floors', ': 20', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Floor', ': 15', 'View']","WELLCOME TO URBAN KING PROPERTIES., Today we offer this stunning and Lavish Fully Upgraded Two Bedroom Apartment with a Burj Khalifa View for Rent in the heart of Dubai, Business Bay, Dubai., The building is fully renovated and has Nice amenities, an Upgraded swimming Pool, Free Dedicated Covered Parking, and Much More., We Have Multiple Options in the Area, Call for More Information., Tower amenities:, ✯ 24-Hour Reception Desk, ✯ 24/7 Security Surveillance, ✯ CCTV Cameras, ✯ Multi-level Parking, ✯ Swimming Pool, ✯ Well-Equipped Fitness Centre & Health Club, ✯ Nearby Multiple Restaurants, ✯ Store Room, , Rental Details:, ✯ Annual Rent AED 112,000 /-, ✯ Fixed Security Deposit  5000 /-, ✯ Agency Commission 5% + VAT, ✯ Ejari 235/-, Easy Access To:, ✯ Bus Stations Nearby, ✯ The Museum of the Future is close by, ✯ Dubai International Financial Centre, ✯ Dubai Mall, ✯ Downtown, ✯ Bay Square, We sincerely hope you will choose to make our stunning apartment your new residence. Don't hesitate, to call us, Agent Name: Adil Farooq, Company Name: Urban King Properties, Call / WhatsApp:, Email:, Office Address: M-22 Floor, Hilal Bin TarafBuilding, Business Bay, UAE."
https://www.bayut.com/property/details-6394945.html,Bayut - UR-MJ-RX-HYT-3BR2,For Rent,Townhouse,6 September 2023,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}","Hayat Townhouses, Town Square, Dubai","{'bedrooms': 3, 'bathrooms': 4, 'size': '2,030 sqft'}",6919433191,Muhammad Jahangir,https://images.bayut.com/thumbnails/466151692-800x600.jpeg,Dubai Townhouses > Town Square > Hayat Townhouses > Bayut - UR-MJ-RX-HYT-3BR2,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Gym or Health Club', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Freehold']","United Realty is delighted to present this Single Row 3 Bedroom Hayat Townhouse in Town Square., Hayat Townhouse is a calming network of contemporary townhouses beautifully balanced with their landscaped surroundings. Gorgeous manicured gardens are a hallmark of this neighborhood rich in open green space. Large garden windows give homes a light and natural feel, immersing you in the outdoor beauty., Town Square is a thriving family-oriented community with renowned amenities such as a skatepark, tennis court, basketball court, outdoor cinema, regular outdoor events, running/cycling paths, a central carousel, covered play areas, fine dining, and green open spaces. A superb apartment development in a superb location with convenient transportation links, providing an environment ideal for you. Parks, shops, restaurants, and cafes are all within walking distance, as are a plethora of leisure and retail activities., Town Square is a large community with a mix of apartments, townhouses and villas built by Nshama on Al Qudra road. With parks spanning 154,000 square meters, 16 community gardens and large spaces dedicated to retail shops, community amenities and children’s facilities, Town Square is a children’s paradise., Property Details & Amenities:, •	3 Bedroom, •	4 Bathroom, •	Maid’s Room with en-suite, •	Open Kitchen, •	Built in Wardrobes, •	Shared Gym, •	Shared Swimming Pool, •	Kid’s Play Area, For more details or to arrange a viewing, please contact Mr. Mohammad on"
https://www.bayut.com/property/details-7712990.html,Bayut - 102164-vZTQzw,For Rent,Apartment,20 July 2023,Furnished,"{'currency': 'AED', 'amount': '95,000'}","Alpha Green Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': 1, 'bathrooms': 1, 'size': '900 sqft'}",6511526900,Muzafar Shahzad,https://images.bayut.com/thumbnails/444536464-800x600.jpeg,Dubai Apartments > Jumeirah Village Circle (JVC) > JVC District 12 > Alpha Green Tower > Bayut - 102164-vZTQzw,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Furnished', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security']","House & Hedges Real Estate is pleased to offer you this stunning 1 Bedroom Apartment with a beautiful view in Jumeirah Village Circle (JVC), Dubai., PROPERTY DETAILS:, - 1 Bedroom, - 1 Bathroom, - Powder Room, - Built-in wardrobe, - Balcony, - Area 900sqft., - Shared Pool, - Shared Gym, - Covered Parking, - 24/7 Security, Alpha Green Tower is a 35-storey residential building in JVC District 12, Jumeirah Village Circle, Dubai. The project was developed by Alpha Data., Dubai International Airport (DXB) is roughly 28 minutes' drive and the new Al Maktoum International Airport is roughly 31 minutes drive. From Alpha Green Tower it takes roughly 22 minutes to drive to Dubai Mall, 18 minutes to Palm Jumeirah, 19 minutes to Burj Al Arab and 22 minutes to The Walk JBR., UNIT PRICE DETAILS:, AED 95,000/-, CHEQUES: 4, For more details about the property or to schedule a viewing,, reach out to the team member of House & Hedges, Mr. Muzaffar Shahzad at, We are more than happy to serve you!, Thank you for choosing House & Hedges Real Estate."
https://www.bayut.com/property/details-7743248.html,Bayut - 012,For Rent,Apartment,28 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}","Art XIV14, Business Bay, Dubai","{'bedrooms': 2, 'bathrooms': 3, 'size': '1,309 sqft'}",6717854376,Adil Farooq,https://images.bayut.com/thumbnails/418933171-800x600.jpeg,Dubai Apartments > Business Bay > Art XIV14 > Bayut - 012,"['Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Floor', ': 9', 'Electricity Backup', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', ': 4', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Total Floors', ': 19', 'Gym or Health Club', 'Swimming Pool', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Floor', ': 9', 'View']","WELLCOME TO URBAN KING PROPERTIES., Today we offer this stunning and Lavish Fully Upgraded with an Open  View and a Spacious Two Bedroom Apartment with a Huge Living Hall for Rent in the mid of Dubai, Business Bay, Dubai., The building is fully renovated and has Nice Amenities, an Upgraded swimming Pool, Barbecue Area Free Dedicated Covered Parking, and Much More., We Have Multiple Options in the Area, Call for More Information., Tower amenities:, ✯ OPen View, ✯ Spacious 2BHK Apartment, ✯ 3 Wash Rooms, ✯ Huge Living Hall, ✯ Built-in Wardrobes, ✯ Balcony, ✯ Largest Layout -1310sq. ft., ✯ 24-Hour Reception Desk, ✯ 24/7 Security Surveillance, ✯ CCTV Cameras, ✯ Multi-level Parking, ✯ Swimming Pool, ✯ Well-Equipped Fitness Centre & Health Club, ✯ High-Speed Elevators, ✯ Complimentary Assigned Parking, Modest Apartment With Fully Daylight, , Rental Details:, ✯ Annual Rent AED 110,000 /- AED, ✯ Fixed Security Deposit 6,000 /- AED, ✯ Agency Commission 5%, ✯ Ejari 235/- AED, Easy Access To:, ✯ At the Dubai Canal, ✯ Easy access to Al-Khail Road & Sheikh Zayed Road, ✯ Dubai Fountain Street, ✯ Dubai Opera, ✯ Metro & Bus Stations Nearby, ✯ The Museum of the Future is close by, ✯ Dubai International Financial Centre, ✯ Dubai Mall, ✯ Downtown, ✯ Bay Square, We sincerely hope you will choose to make our stunning apartment your new residence., For Further Detail Please Call or Whats up:, Property Consultant. . ., Name: Mr. Adil Farooq, Call / WhatsApp:, Email:, Office: M-22 Floor, Halil Bin Tarif Building, Business Bay, UAE."
https://www.bayut.com/property/details-7935632.html,Bayut - MB-R-2816,For Rent,Apartment,15 September 2023,Furnished,"{'currency': 'AED', 'amount': '398,900'}","Address Harbour Point, Dubai Creek Harbour, Dubai","{'bedrooms': 3, 'bathrooms': 3, 'size': '1,427 sqft'}",7178669024,Anastasiia Brul,https://images.bayut.com/thumbnails/470101922-800x600.jpeg,Dubai Apartments > Dubai Creek Harbour > Address Harbour Point > Bayut - MB-R-2816,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', ': 2', 'Swimming Pool', 'Furnished', 'Parking Spaces', ': 2', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Satellite/Cable TV', 'View', 'Freehold']","KAYE & CO REAL ESTATE L. L. C. welcomes you to this luxury living at its finest in this spacious 3-bedroom service apartment at Address Harbour Point. Located in the heart of Dubai, this residence offers a perfect blend of comfort, style, and convenience., Step inside and be greeted by a generously sized living and dining area, adorned with large windows that fill the space with natural light and frame stunning views of the surrounding cityscape., Property details:, - The open-plan kitchen is a culinary haven, - Equipped with top-of-the-line appliances, sleek countertops, and ample storage, - The three bedrooms are designed for relaxation, featuring serene color palettes, plush carpets, and plenty of closet space. Each room provides a peaceful sanctuary to unwind after a long day., - Private balcony and take in the breathtaking vistas of Dubai's skyline, Prime Location: Situated in one of Dubai's most sought-after neighborhoods, you'll have easy access to the city's finest attractions, dining, shopping, and entertainment venues. Your urban adventures await just outside your doorstep., Please contact Anastasiia at, for any additional information., KAYE & CO. is a privately run real estate firm with more than fifteen years of local industry experience. We are a Downtown-focused agency and if you are looking for somebody to guide you in this community, please contact us."
https://www.bayut.com/property/details-7935913.html,Bayut - 102384-6eAp56,For Rent,Apartment,15 September 2023,Unfurnished,"{'currency': 'AED', 'amount': '68,998'}","Vera Residences, Business Bay, Dubai","{'bedrooms': 1, 'bathrooms': 1, 'size': '476 sqft'}",7134229457,Harpreet Singh,https://images.bayut.com/thumbnails/470108110-800x600.jpeg,Dubai Apartments > Business Bay > Vera Residences > Bayut - 102384-6eAp56,"['Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Jacuzzi', 'Electricity Backup', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', '24 Hours Concierge']","Vera is deliberately situated in Business Bay, overlooking the Dubai Canal, in closeness to the renowned Downtown Dubai region – which is associated with whatever is left of the city by a complicated transportation system of metro, cable cars, and transports, notwithstanding area and water taxis, with simple access to and from the Sheik Zayed Road and Al Khail Road., The wonderfully styled lobby and refined feeling of Vera deftly set the scene for the experience that anticipates you. Get back home to lavish condos with elegantly named insides, fitted kitchens, and extensive lavatories, and the sky is the limit from there., A 30-storey tower, the Vera Residences offer a range of life-enhancing amenities, and facilities."
https://www.bayut.com/property/details-7682193.html,Bayut - Qaisar | Beach Isle | 2 Bed,For Rent,Apartment,12 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '215,000'}","Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai","{'bedrooms': 2, 'bathrooms': 2, 'size': '1,126 sqft'}",65139105853,Qaisar Bashir,https://images.bayut.com/thumbnails/470433993-800x600.jpeg,Dubai Apartments > Dubai Harbour > Emaar Beachfront > Beach Isle > Bayut - Qaisar | Beach Isle | 2 Bed,"['Balcony or Terrace', 'Swimming Pool', 'Flooring', 'Jacuzzi', 'Electricity Backup', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', ': 4', 'Service Elevators', 'Completion Year', ': 2023', 'Prayer Room', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View', 'Freehold']","Property Hub Real Estate Broker offers this 2 Bed Room apartment  in Beach Isle Tower at Emaar Beachfront (Dubai Harbour) Dubai., Property Features:, 2 Bed Room apartment, Amazing Sea and Palm View, Covered Parking, Chiller Free, Brand New, Spacious Size, Equipped Kitchen with Appliances, Ready to Move, Neat and Clean, With Balcony, Building Amenities and Facilities:, Private Beach Access, Swimming Pool  And Outdoor Pool Desk, Children Play Area, Retail Outlets And Restaurant, Fully Equipped Gymnasium, Area:, 1,125.58 sq ft, Rent:, AED 215,000/- Per Year, , For More Details And Viewing Please Call  or Whatsapp Now., Property Hub Real Estate  Broker, About Us :, Property Hub  REAL ESTATE BROKER was founded in FEBRUARY 2010 and started brokerage activities for leasing and selling property with an office in Dubai, UAE. Today after completing more than 10 years into the business we are privileged to have served thousands of customers with their desired homes., We aim to serve quality service to maximum customers who come our way and help them find the home they desire."
https://www.bayut.com/property/details-6477754.html,Bayut - Wahab 2bhk 95 in Arjan..,For Rent,Apartment,11 June 2023,Unfurnished,"{'currency': 'AED', 'amount': '94,999'}","Abdul Wahed Bin Shabib Building, Arjan, Dubai","{'bedrooms': 2, 'bathrooms': 3, 'size': '1,440 sqft'}",681795021466,Muhammad Wahab Sharif,https://images.bayut.com/thumbnails/405469190-800x600.jpeg,Dubai Apartments > Arjan > Abdul Wahed Bin Shabib Building > Bayut - Wahab 2bhk 95 in Arjan..,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Laundry Room']","Arjan Is A New District Within Dubai Land, Situated On The Outskirts Of Dubai. To Its Immediate North, You Will Find The Community Of Al Barsha South. Going South Of The Border, You'll Find Sheikh Mohammed Bin Zaid Road. Further Down South, You'll be Pleased To Find Yourself In Dubai Motor City - Home to Dubai Autodrome. Arjan Is Popular For Having Two Of The Most Visited Parks in Dubai. Dubai Miracle Garden and Dubai Butterfly Garden. Property Wise The Community of Arjan Has Several Apartments For Sale And Rent., ., Property Price Details:, Rent: 95000 (AED), Number of Cheques: 4, •Property Facilities, These are some Apartment Features Open Plan Living Areas, Spacious Bedrooms, Great Sized Yard or A Balcony And A Secured Underground Parking With Storage And Additional Storeroom., • Modern Bedrooms, • Closed Kitchen, • Modern Bath Rooms, • Parking Space, • Swimming Pool, • Gymnasium, • 24/7 Security, • Sunny Windows, • City Skyline Views, • Air Conditioning, • Internal Laundry, • Newly Built Property, • Lavish Finishing, , Location Is Very Accessible To The Following:, •5 Min drive to Al Barsha City Center, •24 Min drive to Dragon Mart, •8 Min drive to Dubai Sports City, •8 Min Drive to JLT & Marina, •6 Min Drive to Dubai Internet City, •21 Min drive to Dubai Mall, •18 Min drive to Al Khail Mall, ., Who We Are?, • CREATIVE LINES REAL ESTATE BROKER RERA Licensed Organization Established by Professionalism, Integrity, Accountability and Quality Service Giving You The Most Profitable Quick Sale/Rental Solutions Today. Register Your Dubai Properties with us Today And Take Advantage Of Our Professional Property Services. We Think Through What People Want And Look At What Others Fail To Give., •Contact Details:, (Call & What’s App), Muhammad Wahab Sharif"
https://www.bayut.com/property/details-7933193.html,Bayut - MB-R-2819,For Rent,Apartment,14 September 2023,Furnished,"{'currency': 'AED', 'amount': '177,900'}","Address Harbour Point, Dubai Creek Harbour, Dubai","{'bedrooms': 1, 'bathrooms': 2, 'size': '730 sqft'}",7178669212,Anastasiia Brul,https://images.bayut.com/thumbnails/469300212-800x600.jpeg,Dubai Apartments > Dubai Creek Harbour > Address Harbour Point > Bayut - MB-R-2819,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'View', 'Freehold']","KAYE & CO REAL ESTATE L. L. C. welcomes you to this luxury and elegance in this 1-bedroom apartment at Address Harbour Point. Situated in one of Dubai's most prestigious addresses, this residence offers the perfect blend of comfort, convenience, and breathtaking views of DFC and Dubai Creek., Property details:, - The apartment features a generously sized living and dining area, - Large windows that frame panoramic views of the waterfront, - Open-plan kitchen, - Equipped with top-of-the-line appliances, - Sleek countertops, and ample storage, - Private balcony, Located in the heart of Dubai, this apartment provides easy access to the city's finest dining, entertainment, and shopping destinations. You're at the center of it all, yet surrounded by a tranquil waterfront setting., Experience the pinnacle of urban living in this 1-bedroom apartment at Address Harbour Point., Please contact Anastasiia at, for any additional information., Residents of Tower 1 at Address Harbour Point enjoy exclusive access to a range of world-class amenities, including a state-of-the-art fitness center, infinity pool, spa facilities, and fine dining options. The dedicated concierge service is available 24/7, catering to your every need and enhancing your living experience., KAYE & CO. is a privately run real estate firm with more than fifteen years of local industry experience. We are a Downtown-focused agency and if you are looking for somebody to guide you in this community, please contact us."
https://www.bayut.com/property/details-7933303.html,Bayut - MB-R-2818,For Rent,Apartment,14 September 2023,Furnished,"{'currency': 'AED', 'amount': '184,900'}","Address Harbour Point, Dubai Creek Harbour, Dubai","{'bedrooms': 1, 'bathrooms': 2, 'size': '729 sqft'}",7178668742,Anastasiia Brul,https://images.bayut.com/thumbnails/470958707-800x600.jpeg,Dubai Apartments > Dubai Creek Harbour > Address Harbour Point > Bayut - MB-R-2818,"['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Steam Room', 'Furnished', 'Electricity Backup', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'First Aid Medical Center', 'Facilities for Disabled', 'Swimming Pool', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'View', 'Freehold']","KAYE & CO REAL ESTATE L. L. C. welcomes you to this luxury and elegance in this 1-bedroom apartment at Address Harbour Point. Situated in one of Dubai's most prestigious addresses, this residence offers the perfect blend of comfort, convenience, and breathtaking views., Property details:, - The apartment features a generously sized living and dining area, - Large windows that frame panoramic views of the waterfront, - Open-plan kitchen, - Equipped with top-of-the-line appliances, - Sleek countertops, and ample storage, - Private balcony, Located in the heart of Dubai, this apartment provides easy access to the city's finest dining, entertainment, and shopping destinations. You're at the center of it all, yet surrounded by a tranquil waterfront setting., Experience the pinnacle of urban living in this 1-bedroom apartment at Address Harbour Point., Please contact Anastasiia at, for any additional information., Residents of Tower 1 at Address Harbour Point enjoy exclusive access to a range of world-class amenities, including a state-of-the-art fitness center, infinity pool, spa facilities, and fine dining options. The dedicated concierge service is available 24/7, catering to your every need and enhancing your living experience., KAYE & CO. is a privately run real estate firm with more than fifteen years of local industry experience. We are a Downtown-focused agency and if you are looking for somebody to guide you in this community, please contact us."
https://www.bayut.com/property/details-7820042.html,Bayut - SUP151139,For Rent,Apartment,17 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '270,000'}","Marina Quays East, Marina Quays, Dubai Marina, Dubai","{'bedrooms': 3, 'bathrooms': 3, 'size': '2,060 sqft'}",7125607600,,https://images.bayut.com/thumbnails/434920289-800x600.jpeg,Dubai Apartments > Dubai Marina > Marina Quays > Marina Quays East > Bayut - SUP151139,['Balcony or Terrace'],"A 3 Bedroom Plus Maids With Full Marina Views, - 3 Bedrooms, - Full Marina Views, - Maids Room, - Great location, - Emaar Development, - 2060 sq ft, - Access to Pool, - Access to the Gym, - Close to the Beach, - Agent : Kate Baxter on, A modern 3 bedroom unfurnished apartment located in the sought after Marina Quays in The Marina., Includes superb marina views and a great layout including a spacious and bright living/dining area with an integrated kitchen., The promenade and beach are just a short walk away as well as the tram and metro., Call Kate Baxter on, Property Reference: SUP, Tenants, interested in taking a managed property by Allsopp & Allsopp, call now to find out more on how!, Alternatively visit our website www. allsoppandallsopp. com where you will find an extensive selection of properties available both for sale ad for rent., Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details."
https://www.bayut.com/property/details-7916699.html,Bayut - SZM/PENTHOUSE,For Rent,Penthouse,11 September 2023,Unfurnished,"{'currency': 'AED', 'amount': '435,000'}","Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR), Dubai","{'bedrooms': 4, 'bathrooms': 5, 'size': '58,600 sqft'}",6599690000,Zahra Memon,https://images.bayut.com/thumbnails/463632589-800x600.jpeg,Dubai Penthouses > Jumeirah Beach Residence (JBR) > Sadaf > Sadaf 2 > Bayut - SZM/PENTHOUSE,"['Balcony or Terrace', 'Parking Spaces', ': 2', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', ': 2', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'CCTV Security', 'Broadband Internet', 'ATM Facility']","Next Nest Properties is pleased to present to you this Super Luxury an Upgrade 4 Bedroom + Maids with Pool Penthouse with all En-suite Bathrooms and Built-in wardrobe and Marble Floors in Sadaf 2 tower of Jumeirah Beach Residence, ON SKY OF JBR PENTHOUSE 4BHK + MAIDS WITH POOL, - Unfurnished, - Available from September, 2023, - 4Bedroom Duplex Apartment, - 58600 square feet, - Spacious Living Area/Closed Kitchen, - Balcony, - Built-in wardrobes, - Parking Space, - Full Marina View, - Walking distance to the supermarket/sea/restaurants, - Very well maintained, *FOR INFORMATION AND DETAILS PLEASE CONTACT MS. ZAHRA MEMON, Sadaf is one of the 6 residential blocks of Jumeirah Beach Residence created between the Persian Gulf and Dubai Marina. It is the most luxurious waterfront development in Dubai. The waterfront strip known as ""The Walk"" features shopping attractions such as Sauce-on-sea, a boutique featuring local and regional designers, plus a host of international retailers., Other highlights are the outdoor pop-up markets where you can check out stalls offering Jewelry, food treats, and homewares, as well as performances by street entertainers also cinema. There are hundreds of restaurants dotted along the strip serving multinational cuisines. Sadaf has direct access to the beach., 2 min walks from JBR1 Tram Station which is connected to Dubai Marina Metro Station 4 min walk to JBR THE WALK 6 min walk to the Beach."
